"user_id","rank","track_id","timeframe","track","artists","album","album_image","release_date","track_url"
"12153521253",18,"5ZembGG7zKzIeSOuTCWPQW",Long,Music for Happiness,Joey Pecoraro,Music for Happiness,https://i.scdn.co/image/ab67616d0000b2738e4ce6c6c693f33ef0526d06,"2018-04-06",https://open.spotify.com/track/5ZembGG7zKzIeSOuTCWPQW
"12120382831",19,"1rfofaqEpACxVEHIZBJe6W",Long,Havana (feat. Young Thug),Camila Cabello; Young Thug,Camila,https://i.scdn.co/image/ab67616d0000b2736eb0b9e73adcf04e4ed3eca4,"2018-01-12",https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
"12153521253",19,"1Mza2sr6tPhy6jjI3HB9fW",Long,Hold Me Down,Daniel Caesar,Freudian,https://i.scdn.co/image/ab67616d0000b2733138f891f3075c9c5d944037,"2017-08-25",https://open.spotify.com/track/1Mza2sr6tPhy6jjI3HB9fW
"12153521253",20,"21GsEoN7kaSUrzXZnAeol9",Long,Exit Wounds,The Script,Science & Faith,https://i.scdn.co/image/ab67616d0000b273ecf57b6803b6f913217bf15c,"2010-09-10",https://open.spotify.com/track/21GsEoN7kaSUrzXZnAeol9
"12120382831",20,"2CgOd0Lj5MuvOqzqdaAXtS",Long,Shelter,Porter Robinson; Madeon,Shelter,https://i.scdn.co/image/ab67616d0000b2730b4df34612f851b639959f9a,"2016-08-12",https://open.spotify.com/track/2CgOd0Lj5MuvOqzqdaAXtS
"12153521253",21,"70eDxAyAraNTiD6lx2ZEnH",Long,Ex's & Oh's,Elle King,Love Stuff,https://i.scdn.co/image/ab67616d0000b273eb5a4a3ad6b9548ce4ca2c03,"2015-02-13",https://open.spotify.com/track/70eDxAyAraNTiD6lx2ZEnH
"12120382831",21,"1jzIJcHCXneHw7ojC6LXiF",Long,Potato Salad,"Tyler, The Creator; A$AP Rocky",Potato Salad,https://i.scdn.co/image/ab67616d0000b273215cac8c30b47bb1bfb9d2d1,"2018-09-28",https://open.spotify.com/track/1jzIJcHCXneHw7ojC6LXiF
"12120382831",22,"5ByAIlEEnxYdvpnezg7HTX",Long,Juicy - 2005 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster),https://i.scdn.co/image/ab67616d0000b273a4950162a626593b7340f6c7,"1994-09-13",https://open.spotify.com/track/5ByAIlEEnxYdvpnezg7HTX
"12153521253",22,"0ONn7t8x49V3tOR5ZcIrpf",Long,Your Favorite Place,Joey Pecoraro,Chillhop Essentials Winter 2017,https://i.scdn.co/image/9f2effd54b7e02b0b6cc8796f1ae085da7363a4f,"2017-12-11",https://open.spotify.com/track/0ONn7t8x49V3tOR5ZcIrpf
"12153521253",23,"3IW5rhsRBxstifAnjQyUI9",Long,Action!,DPR LIVE; GRAY,Action!,https://i.scdn.co/image/ab67616d0000b273acc214fcb512945b00f64253,"2018-03-13",https://open.spotify.com/track/3IW5rhsRBxstifAnjQyUI9
"12120382831",23,"6bTCdqB1PN5J93hiiZvQzW",Long,lit(var),Kensuke Ushio,"A Shape of Light ""A Silent Voice the Movie"" Original Soundtrack",https://i.scdn.co/image/ab67616d0000b273598142e7eef56d543ec8f922,"2016-09-14",https://open.spotify.com/track/6bTCdqB1PN5J93hiiZvQzW
"12153521253",24,"5zrZHMklhOXABpnBl0EMBN",Long,Novacane,Frank Ocean,Novacane,https://i.scdn.co/image/ab67616d0000b273626a9ce92e0f381c4a36e5dc,"2011-01-01",https://open.spotify.com/track/5zrZHMklhOXABpnBl0EMBN
"12120382831",24,"4S8d14HvHb70ImctNgVzQQ",Long,I Love It (& Lil Pump),Kanye West; Lil Pump,I Love It,https://i.scdn.co/image/ab67616d0000b273b6d544387b04e1d1a5f7926c,"2018-09-07",https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
"12153521253",25,"6Nle9hKrkL1wQpwNfEkxjh",Long,Chanel,Frank Ocean,Chanel,https://i.scdn.co/image/ab67616d0000b273a0b780c23fc3c19bd412b234,"2017-03-10",https://open.spotify.com/track/6Nle9hKrkL1wQpwNfEkxjh
"12120382831",25,"55OdqrG8WLmsYyY1jijD9b",Long,Wyclef Jean,Young Thug,JEFFERY,https://i.scdn.co/image/ab67616d0000b273d0c72291cd96834e199e1ff8,"2016-08-26",https://open.spotify.com/track/55OdqrG8WLmsYyY1jijD9b
"12120382831",26,"6W2tmkeuHKaedHhdTPnyVs",Long,說好的幸福呢,Jay Chou,魔杰座,https://i.scdn.co/image/ab67616d0000b2734abdc59361ad959f0e43cd01,"2008-11-09",https://open.spotify.com/track/6W2tmkeuHKaedHhdTPnyVs
"12153521253",26,"6iiHfPJeO14Z9jRh2wisAG",Long,Warm,Joey Pecoraro,Little Pear,https://i.scdn.co/image/ab67616d0000b273445f840f8df41ad4f1a35320,"2015-08-14",https://open.spotify.com/track/6iiHfPJeO14Z9jRh2wisAG
"12153521253",27,"3OwPSJu609AMzotCEyoMiO",Long,The Nights,Avicii,The Days / Nights,https://i.scdn.co/image/ab67616d0000b27379e3dad4d452f452112d59d9,"2014-12-01",https://open.spotify.com/track/3OwPSJu609AMzotCEyoMiO
"12120382831",27,"3B54sVLJ402zGa6Xm4YGNe",Long,Unforgettable,French Montana; Swae Lee,Jungle Rules,https://i.scdn.co/image/ab67616d0000b2738a31195a371b2233456f6c07,"2017-07-14",https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
"12120382831",28,"02r2uE8nEHpJAvFFttQxqh",Long,Fakin It (feat. Ofelia K),Kaskade; Felix Cartal; Ofelia K,Fakin It (feat. Ofelia K),https://i.scdn.co/image/ab67616d0000b273bf1831d3433c64c8dfaa2e92,"2016-05-20",https://open.spotify.com/track/02r2uE8nEHpJAvFFttQxqh
"12153521253",28,"68fXn0TVggt7Gr0sPbBuI5",Long,YOUTH,Troye Sivan,Blue Neighbourhood (Deluxe),https://i.scdn.co/image/ab67616d0000b273e3369cf26812e4b64a6e4062,"2015-12-04",https://open.spotify.com/track/68fXn0TVggt7Gr0sPbBuI5
"12153521253",29,"1gFovJQ7w2We3AoU3ybhzU",Long,Hey Mama,Kanye West,Late Registration,https://i.scdn.co/image/ab67616d0000b273d79ba8ad2be777bad0e9924b,"2005-01-01",https://open.spotify.com/track/1gFovJQ7w2We3AoU3ybhzU
"12120382831",29,"6jq6rcOikCZAmjliAgAmfT",Long,Light,San Holo,Light,https://i.scdn.co/image/ab67616d0000b273a5c1582e2b2b087ee7862758,"2017-02-10",https://open.spotify.com/track/6jq6rcOikCZAmjliAgAmfT
"12120382831",30,"6jdOi5U5LBzQrc4c1VT983",Long,"Hold On, We're Going Home",Drake; Majid Jordan,Nothing Was The Same (Deluxe),https://i.scdn.co/image/ab67616d0000b273adfb5909ec66db5fbb4d06c8,"2013-01-01",https://open.spotify.com/track/6jdOi5U5LBzQrc4c1VT983
"12153521253",30,"0vV8n4jI08wMk3cfvbcLRc",Long,First Kiss,Joey Pecoraro,Music for Happiness,https://i.scdn.co/image/ab67616d0000b2738e4ce6c6c693f33ef0526d06,"2018-04-06",https://open.spotify.com/track/0vV8n4jI08wMk3cfvbcLRc
"12120382831",31,"4KJx4IOvCU2isprmXio9Xk",Long,彩虹,Jay Chou,我很忙,https://i.scdn.co/image/ab67616d0000b2735bb3a0dcc85592b2085b5985,"2008-03-10",https://open.spotify.com/track/4KJx4IOvCU2isprmXio9Xk
"12153521253",31,"1zdzawvseiBbVBRvAkfj8O",Long,Glory Days,Joey Pecoraro,Music for Happiness,https://i.scdn.co/image/ab67616d0000b2738e4ce6c6c693f33ef0526d06,"2018-04-06",https://open.spotify.com/track/1zdzawvseiBbVBRvAkfj8O
"12120382831",32,"6Bg7MznA9X0dIhlAsLyBYj",Long,Ghost Town,Kanye West; PARTYNEXTDOOR,ye,https://i.scdn.co/image/ab67616d0000b27397508a4b756763370510bd44,"2018-06-01",https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
"12153521253",32,"0QQG0RovnsfKUdHJIsJ39f",Long,Bang My Head (feat. Sia & Fetty Wap),David Guetta,Bang My Head (feat. Sia & Fetty Wap),https://i.scdn.co/image/ab67616d0000b273a4229efad56c157a9dadff80,"2015-10-30",https://open.spotify.com/track/0QQG0RovnsfKUdHJIsJ39f
"12120382831",33,"0dbTQYW3Ad1FTzIA9t90E8",Long,Mona Lisa (feat. Kendrick Lamar),Lil Wayne; Kendrick Lamar,Tha Carter V,https://i.scdn.co/image/ab67616d0000b2732cfcc913c36f0e1776f4bb65,"2018-09-28",https://open.spotify.com/track/0dbTQYW3Ad1FTzIA9t90E8
"12153521253",33,"2wUnFLr2k5491Pv4cUYd83",Long,Self,Noname,Room 25,https://i.scdn.co/image/ab67616d0000b273b44b3ed14ccac465147b96f1,"2018-09-14",https://open.spotify.com/track/2wUnFLr2k5491Pv4cUYd83
"12120382831",34,"1gnwGVoG7V08vMX3hyr90x",Long,Tints (feat. Kendrick Lamar),Anderson .Paak; Kendrick Lamar,Tints (feat. Kendrick Lamar),https://i.scdn.co/image/ab67616d0000b2738c309d5c3c4ad7b606ebece6,"2018-10-04",https://open.spotify.com/track/1gnwGVoG7V08vMX3hyr90x
"12153521253",34,"1WP1r7fuvRqZRnUaTi2I1Q",Long,Stitches,Shawn Mendes,Handwritten (Deluxe),https://i.scdn.co/image/ab67616d0000b27347710f5e89677e4d048e744c,"2015-04-13",https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q
"12120382831",35,"7sO5G9EABYOXQKNPNiE9NR",Long,Ric Flair Drip (& Metro Boomin),Offset; Metro Boomin,Without Warning,https://i.scdn.co/image/ab67616d0000b2730f206fe737d46f2f2d826d83,"2017-10-30",https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
"12153521253",35,"0cJLYpRTqODzv9SiQukE4Z",Long,All The Way,Timeflies,After Hours (Deluxe),https://i.scdn.co/image/ab67616d0000b273147fceae5824f79d7929f8b9,"2014-01-01",https://open.spotify.com/track/0cJLYpRTqODzv9SiQukE4Z
"12120382831",36,"5WoaF1B5XIEnWfmb5NZikf",Long,Sky Walker (feat. Travis Scott),Miguel; Travis Scott,War & Leisure,https://i.scdn.co/image/ab67616d0000b2735e9dff10c31ac14c6c6c920d,"2017-12-01",https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf
"12153521253",36,"1X6SgkUlyH613d9qQoq70z",Long,Laundry Day,Joey Pecoraro,Music for Happiness,https://i.scdn.co/image/ab67616d0000b2738e4ce6c6c693f33ef0526d06,"2018-04-06",https://open.spotify.com/track/1X6SgkUlyH613d9qQoq70z
"12153521253",37,"4cRjXdL7XiJp3lRLSWAF2E",Long,Paradise,Jeremih,Late Nights: The Album,https://i.scdn.co/image/ab67616d0000b2738ca2982736fe67dc8614e169,"2015-12-04",https://open.spotify.com/track/4cRjXdL7XiJp3lRLSWAF2E
"12120382831",37,"2q0VexHJirnUPnEOhr2DxK",Long,Biking,"Frank Ocean; JAY-Z; Tyler, The Creator",Biking,https://i.scdn.co/image/ab67616d0000b27369a8328489e5e485514a8667,"2017-04-10",https://open.spotify.com/track/2q0VexHJirnUPnEOhr2DxK
"12153521253",38,"39KG4kom3enSx4GTThuDGt",Long,Coaster,Khalid,American Teen,https://i.scdn.co/image/ab67616d0000b273988ede5e1276e758b5f9e577,"2017-04-27",https://open.spotify.com/track/39KG4kom3enSx4GTThuDGt
"12120382831",38,"5JKU2tXiG3yvJtefNwe7ZQ",Long,Touch,"3LAU; Carly Paige",Ultraviolet,https://i.scdn.co/image/ab67616d0000b2731980419be49b38d9cc2e5b21,"2018-02-16",https://open.spotify.com/track/5JKU2tXiG3yvJtefNwe7ZQ
"12153521253",39,"4Z22Uz5JhtWbkmzojNcdPr",Long,Damage,PARTYNEXTDOOR; Halsey,Seven Days,https://i.scdn.co/image/ab67616d0000b273a82aece7bb46bb4440b867a7,"2017-09-29",https://open.spotify.com/track/4Z22Uz5JhtWbkmzojNcdPr
"12120382831",39,"6393Du1axGG1NvAMq0OcfU",Long,I Know There's Gonna Be (Good Times),Jamie xx; Young Thug; Popcaan,In Colour,https://i.scdn.co/image/ab67616d0000b2733ec7a537e47e2c46d154192e,"2015-06-01",https://open.spotify.com/track/6393Du1axGG1NvAMq0OcfU
"12120382831",40,"51gbF0SxTmxgAguiWWUXPu",Long,Jump (feat. Gizzle),Lupe Fiasco; Gizzle,DROGAS Light,https://i.scdn.co/image/ab67616d0000b27343b652dce6a840cf257f68c9,"2017-02-10",https://open.spotify.com/track/51gbF0SxTmxgAguiWWUXPu
"12153521253",40,"1c9LBfX0klXJscJAYDI0Ea",Long,Air,Shawn Mendes; Astrid S,Handwritten (Deluxe),https://i.scdn.co/image/ab67616d0000b27347710f5e89677e4d048e744c,"2015-04-13",https://open.spotify.com/track/1c9LBfX0klXJscJAYDI0Ea
"12153521253",41,"5H2nJw7XkKyc43lhccRy5R",Long,The Weight,Shawn Mendes,Handwritten (Deluxe),https://i.scdn.co/image/ab67616d0000b27347710f5e89677e4d048e744c,"2015-04-13",https://open.spotify.com/track/5H2nJw7XkKyc43lhccRy5R
"12120382831",41,"4hYHaROtjB6YREh6AgW3fd",Long,蒲公英的約定,Jay Chou,我很忙,https://i.scdn.co/image/ab67616d0000b2735bb3a0dcc85592b2085b5985,"2008-03-10",https://open.spotify.com/track/4hYHaROtjB6YREh6AgW3fd
"12153521253",42,"0d2iYfpKoM0QCKvcLCkBao",Long,Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,Eastside (with Halsey & Khalid),https://i.scdn.co/image/ab67616d0000b2733154f0bdf9a17385d7afc6ba,"2018-07-12",https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
"12120382831",42,"2T6SuvI5GJXbJOCM1jweuW",Long,Sweet,Cigarettes After Sex,Cigarettes After Sex,https://i.scdn.co/image/ab67616d0000b27304da8eb90a4438e6a869cfaf,"2017-06-09",https://open.spotify.com/track/2T6SuvI5GJXbJOCM1jweuW
"12120382831",43,"46RvocxUkMUhCtDxk1BUyT",Long,Reverie,ILLENIUM; King Deco,Ashes,https://i.scdn.co/image/ab67616d0000b273b340389616c13200bab2eefa,"2016-02-15",https://open.spotify.com/track/46RvocxUkMUhCtDxk1BUyT
"12153521253",43,"1tAoLzNNXRabfHHzSqdk3R",Long,Django Jane,Janelle Monáe,Django Jane,https://i.scdn.co/image/ab67616d0000b2739f6096f241cff5c1e034bed9,"2018-02-21",https://open.spotify.com/track/1tAoLzNNXRabfHHzSqdk3R
"12153521253",44,"76eBb8heDKtUg68WiKX9j1",Long,Take Me Home,Jess Glynne,I Cry When I Laugh,https://i.scdn.co/image/ab67616d0000b273b905ed1edb5a88c573c023b0,"2015",https://open.spotify.com/track/76eBb8heDKtUg68WiKX9j1
"12120382831",44,"2svutFGaCycRmYc1mWbfQh",Long,Don't Don't Do It!,N.E.R.D; Kendrick Lamar; Pharrell Williams,NO ONE EVER REALLY DIES,https://i.scdn.co/image/ab67616d0000b273be23f47224937c9b57a004b2,"2017-12-15",https://open.spotify.com/track/2svutFGaCycRmYc1mWbfQh
"12120382831",45,"6dHatCnuOb1TdBIeJTK3Y0",Long,Really Doe,Danny Brown; Kendrick Lamar; Ab-Soul; Earl Sweatshirt,Atrocity Exhibition,https://i.scdn.co/image/ab67616d0000b2733e25c9ef701bb637773531fe,"2016-09-27",https://open.spotify.com/track/6dHatCnuOb1TdBIeJTK3Y0
"12153521253",45,"42TA5byfclfFF0skXOfKpM",Long,Second Hand Heart (feat. Kelly Clarkson),Ben Haenow; Kelly Clarkson,Second Hand Heart (feat. Kelly Clarkson),https://i.scdn.co/image/ab67616d0000b2730c5bdea9397e30404c044cd1,"2015-10-16",https://open.spotify.com/track/42TA5byfclfFF0skXOfKpM
"12153521253",46,"7vGuf3Y35N4wmASOKLUVVU",Long,Silence,Marshmello; Khalid,Silence,https://i.scdn.co/image/ab67616d0000b273f33ba583059dc2f7d08bf2b8,"2017-08-11",https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
"12120382831",46,"0PwKsFzNiOTnAus6fj7zJn",Long,Sober,Childish Gambino,Kauai,https://i.scdn.co/image/ab67616d0000b273e1b89fca85d1a63837f253c5,"2014-10-03",https://open.spotify.com/track/0PwKsFzNiOTnAus6fj7zJn
"12120382831",47,"3EApebexZ7YqDIqw2EMTDh",Long,I Might Need Security,Chance the Rapper,I Might Need Security,https://i.scdn.co/image/ab67616d0000b27325bf4e3aa3448d300f84a14f,"2018-07-19",https://open.spotify.com/track/3EApebexZ7YqDIqw2EMTDh
"12153521253",47,"1FsH6OZCKLWbBgqj8JcCvO",Long,The Man,Aloe Blacc,Lift Your Spirit,https://i.scdn.co/image/ab67616d0000b27382f429d91437df1d03e878c8,"2013-01-01",https://open.spotify.com/track/1FsH6OZCKLWbBgqj8JcCvO
"12153521253",48,"1boXOL0ua7N2iCOUVI1p9F",Long,Japanese Denim,Daniel Caesar,Get You - Single,https://i.scdn.co/image/ab67616d0000b273617c314e94693fad9a26f798,"2016-10-21",https://open.spotify.com/track/1boXOL0ua7N2iCOUVI1p9F
"12120382831",48,"1YmF9PvLhIISIANoMLIYGq",Long,A$AP Forever (feat. Moby),A$AP Rocky; Moby,A$AP Forever (feat. Moby),https://i.scdn.co/image/ab67616d0000b2739ef69f2cf1038634bd541509,"2018-04-05",https://open.spotify.com/track/1YmF9PvLhIISIANoMLIYGq
